timestamp,symbol,side,price,size,reason,realized_pnl
2024-06-03T02:00:00+00:00,ETH-USD,sell,3806.50634765625,1.6653345369377348e-16,level_1_reversion,6.4963903397345015e-15
2024-06-03T04:00:00+00:00,ETH-USD,sell,3816.2509765625,0.32642209349388146,level_2_reversion,15.9144318370235
2024-06-03T14:00:00+00:00,ETH-USD,buy,3765.834228515625,0.3270733277966195,level_1_entry,
2024-06-04T00:00:00+00:00,ETH-USD,buy,3758.8642578125,0.32760703382945766,level_3_entry,
2024-06-04T15:00:00+00:00,ETH-USD,sell,3810.060791015625,0.3270733277966195,level_1_reversion,15.606103950857706
2024-06-05T00:00:00+00:00,ETH-USD,sell,3821.534912109375,1.6653345369377348e-16,level_2_reversion,9.856866982928202e-15
2024-06-05T17:00:00+00:00,ETH-USD,sell,3838.767333984375,0.32760703382945755,level_3_reversion,25.036034801539827
2024-06-06T19:00:00+00:00,ETH-USD,buy,3789.343994140625,0.3263311516751725,level_1_entry,
2024-06-07T11:00:00+00:00,ETH-USD,sell,3831.64599609375,0.3263311516751725,level_1_reversion,13.804461015528826
2024-06-07T15:00:00+00:00,ETH-USD,buy,3798.13720703125,0.32601179407918734,level_1_entry,
2024-06-07T16:00:00+00:00,ETH-USD,buy,3779.927490234375,0.32739388211209414,level_2_entry,
2024-06-20T05:00:00+00:00,ETH-USD,sell,3581.90380859375,0.32601179407918734,level_1_reversion,-67.52006839380049
2024-06-20T07:00:00+00:00,ETH-USD,sell,3604.474609375,1.1102230246251565e-16,level_3_reversion,-2.0487887009230712e-14
2024-06-20T10:00:00+00:00,ETH-USD,sell,3598.89208984375,0.32739388211209397,level_2_reversion,-62.24445230425285
2024-06-20T13:00:00+00:00,ETH-USD,buy,3531.0791015625,0.3462583950606987,level_1_entry,
2024-06-20T15:00:00+00:00,ETH-USD,buy,3506.667236328125,0.3483796330288336,level_3_entry,
2024-06-28T01:00:00+00:00,ETH-USD,sell,3482.847412109375,0.3462583950606987,level_1_reversion,-12.46131443213677
2024-06-28T02:00:00+00:00,ETH-USD,buy,3449.26904296875,0.3531942938323072,level_1_entry,
